-78.51179147000	-5.39164889000
-77.55023717900	-9.40803864500
-72.53126621200	-13.99202975700
-71.16793126000	-15.49182341000
-73.74342620400	-12.69343577200
-78.92403222000	-5.40194122000
-77.09356830000	-12.05854981000
-71.41628372700	-12.93040825200
-74.51810000000	-12.19690000000
-76.58593303000	-9.90929989000
-75.69002866700	-14.03200469900
-73.68263125400	-11.23852662000
-78.63037215000	-8.96133390000
-79.76048469500	-5.94475327100
-76.67394340000	-11.91991169100
-75.87258802000	-5.39902989000
-70.11162476000	-13.02582641000
-71.33551038000	-17.61806853000
-75.21075043000	-9.90109912000
-79.67296421500	-5.01608082400
-69.38952166700	-14.45689166700
-77.32246398900	-6.47275634600
-70.37141600000	-18.25564000000
-80.25141477600	-3.69472234500
-73.94600644000	-9.87760887000
